rowlabel,sex,age,yrsarea,genhealt,cry2,relig3,tenure1,hominsur,persinc,inner,rural3,rubbcomm,vandcomm,livharm1a,tenharm,struct3,ethgrp2a,illONS,educat3,remploya,threviol2,walkdark,emdiqu15x,polatt7,confx
186466240,1,80,7,1,1,1,1,1,3,0,2,4,4,6,1,4,1,1,3,3,2,1,2,1,1.665469564
186467080,1,55,6,1,1,2,5,1,7,0,2,2,3,1,3,4,1,1,4,1,2,1,4,4,-1.087687718
186468080,2,54,7,1,1,2,1,1,8,1,2,2,3,1,1,1,1,1,2,1,2,3,1,1,1.433544602
186468240,2,24,6,3,1,1,2,1,3,0,2,4,4,3,1,1,1,3,4,1,2,1,5,1,1.665469564
186469240,2,68,7,1,1,2,1,1,7,0,1,4,4,1,1,4,1,1,4,1,2,2,5,2,0.327198527
186470080,1,69,6,2,1,2,1,1,6,0,1,3,4,1,1,4,1,1,3,3,2,4,3,4,-1.818218568
186470240,1,73,7,3,1,2,1,2,5,0,1,3,3,1,1,4,1,3,1,3,2,2,3,3,-0.17867278
186474080,2,28,5,1,1,1,2,1,9,0,2,3,4,1,1,2,1,1,3,1,2,3,1,3,-1.132485093
186474320,2,66,7,2,1,2,1,1,10,0,1,4,4,1,1,4,1,1,4,3,2,2,5,2,-0.369096906
186475080,2,22,2,1,1,2,4,1,12,0,2,3,3,2,3,1,1,1,4,1,2,3,5,1,1.665469564
186475160,2,60,6,1,7,4,1,1,5,0,2,4,3,1,1,4,3,1,5,3,2,2,4,1,0.972115955
186476080,2,30,5,2,1,2,2,1,11,0,2,4,4,2,1,2,1,1,3,1,2,2,5,2,-0.411637246
186477160,1,65,6,2,1,2,2,1,9,0,2,4,4,1,1,4,1,1,2,1,2,1,4,2,-0.165185138
186477320,1,33,2,1,1,1,4,1,14,0,1,4,4,2,3,2,1,1,4,1,2,1,2,3,-1.132485093
186477640,2,28,2,1,1,2,2,1,6,0,2,4,4,1,1,2,1,1,4,1,2,3,3,1,1.190034319
186478080,1,74,7,2,1,2,1,1,6,0,1,4,4,1,1,4,1,1,3,3,2,1,4,1,1.004288504
186479160,2,49,1,2,1,1,4,1,10,1,2,3,3,3,3,1,1,1,3,1,2,4,2,1,1.665469564
186480080,1,45,5,1,1,2,2,1,5,0,2,3,3,5,1,1,1,1,4,1,2,1,3,2,-0.687320078
186481080,2,41,7,1,1,2,4,1,10,0,2,3,3,2,3,2,1,1,3,3,2,3,3,3,-1.129543269
186481240,2,60,4,2,1,1,1,1,10,0,2,3,3,1,1,4,1,1,4,3,2,3,4,2,0.066739823
186485080,2,42,5,1,1,1,2,1,7,0,2,4,4,1,1,2,1,1,4,1,2,1,4,1,1.23379219
186485320,2,71,7,1,1,2,1,1,6,0,2,4,4,6,1,4,1,1,4,3,2,2,1,2,0.022981952
186487640,1,42,5,1,1,1,2,1,14,0,2,3,3,1,1,2,1,1,4,1,2,1,5,1,1.447551199
186488080,1,57,3,2,7,2,4,2,9,0,2,3,3,1,2,2,4,1,4,1,2,2,3,2,0.022981952
186489080,2,52,5,1,1,1,2,1,8,0,1,4,4,3,1,1,1,1,4,1,2,1,4,1,0.511904838
186490160,2,47,6,2,1,2,2,1,13,0,2,4,4,1,1,1,1,1,1,1,2,2,4,2,0.526950939
186490240,1,32,4,1,1,1,4,2,4,0,2,3,3,1,3,2,1,1,2,1,2,1,4,2,0.290866623
186490320,1,53,4,1,1,1,2,1,14,0,2,4,4,1,1,1,1,1,4,1,2,1,4,1,0.772363542
186491320,1,67,7,2,1,2,1,1,5,0,2,3,4,1,1,4,1,1,3,3,2,3,4,3,-0.84643447
186492160,2,23,1,2,1,1,4,2,3,0,2,4,4,3,2,3,1,3,2,1,2,2,3,2,-0.704268499
186492320,1,48,3,5,7,1,4,1,5,0,2,4,4,2,2,1,1,3,1,3,2,3,1,5,-3.191603978
186511080,2,37,1,1,1,1,4,1,14,0,2,3,3,3,3,1,1,1,4,1,2,2,4,2,0.109280163
186517080,2,51,6,1,1,2,2,1,12,1,2,3,3,1,1,1,1,1,4,1,2,3,3,2,0.063101017
186522080,1,51,7,2,1,1,2,1,5,1,2,3,4,2,1,1,1,1,4,1,2,2,2,3,-1.303703763
186522320,1,33,6,1,1,2,2,1,12,0,2,3,4,1,1,1,1,1,4,1,2,1,3,2,-0.136651395
186525160,1,38,1,2,1,1,2,1,12,0,2,4,4,2,1,1,1,1,2,1,2,1,3,2,0.266492235
186525320,1,35,5,2,1,1,4,1,6,1,2,4,4,1,2,2,1,1,1,1,2,3,1,2,-1.086824902
186528240,1,46,7,1,1,2,2,1,10,0,2,3,4,1,1,2,1,1,2,1,2,1,1,2,-0.408695422
186532080,2,58,7,2,1,1,1,1,13,0,2,4,4,1,1,1,1,1,4,1,2,1,5,2,-0.369096906
186534080,2,36,7,2,1,1,4,1,9,1,2,3,3,2,2,2,1,1,2,1,2,3,1,1,1.465717151
186535160,2,53,6,3,1,1,1,1,12,1,2,4,4,5,1,3,1,1,4,1,2,1,3,3,-0.646682058
186538240,1,54,7,1,1,2,2,1,11,0,2,3,4,1,1,1,1,1,4,1,2,1,4,2,-0.17677046
186541080,1,50,7,1,1,4,2,1,14,0,2,4,4,1,1,2,3,1,3,1,2,2,4,2,-0.366155082
186541240,2,67,6,2,2,2,1,1,6,0,2,3,4,2,1,4,1,1,4,3,2,2,2,1,0.972115955
186542320,2,47,7,1,1,2,2,1,5,0,2,2,3,4,1,3,1,1,4,1,2,3,3,2,0.266492235
186544080,1,55,5,1,1,2,1,1,10,0,2,4,4,1,1,1,1,1,3,1,2,2,3,2,0.280498832
186545080,2,68,7,2,1,2,1,1,6,0,1,4,4,5,1,4,1,1,4,3,2,1,5,2,0.726703351
186547160,1,78,6,2,1,2,1,1,5,0,2,4,4,5,1,4,1,1,4,3,2,1,5,1,1.190034319
186548240,2,69,6,3,1,2,1,1,3,0,2,4,4,1,1,4,1,1,1,3,2,3,5,3,-1.515041497
186548640,2,46,6,4,1,2,2,1,11,0,2,4,4,1,1,2,1,3,3,1,2,2,5,2,-0.426861374
186549080,2,39,4,1,6,1,4,1,10,0,1,3,4,3,3,3,1,1,4,1,1,1,4,4,-0.845394966
186549320,1,69,7,3,1,1,1,1,13,0,2,4,4,1,1,4,1,1,4,3,2,1,5,4,-0.887935306
186552240,2,30,4,1,1,1,2,1,12,0,1,3,3,1,1,2,1,1,3,1,2,1,4,2,-0.626613786
186553320,2,62,7,2,1,1,1,1,7,0,2,4,3,1,1,4,1,1,1,1,2,3,2,5,-1.119341313
186554080,2,46,6,2,1,1,2,1,6,0,2,4,4,3,1,3,1,1,4,1,2,4,5,2,0.008975355
186555320,2,52,7,2,1,2,1,1,7,0,2,3,4,1,1,1,1,1,2,3,2,2,5,2,-1.130582773
186556160,1,75,6,2,1,2,4,1,4,0,2,4,4,1,2,4,1,1,3,3,2,3,5,1,0.990281907
186556240,2,36,2,1,6,2,2,1,14,0,2,4,4,1,1,2,1,1,4,1,2,1,5,1,1.665469564
186557160,2,31,1,1,1,2,1,1,9,0,2,3,4,1,1,1,1,1,4,1,2,3,2,1,0.094234062
186560640,1,61,6,2,1,1,2,1,4,0,2,4,4,1,1,4,1,1,1,1,2,2,5,2,0.266492235
186562160,2,34,4,2,1,2,4,1,4,0,2,3,4,1,3,2,1,1,4,3,2,2,2,2,0.266492235
186563080,2,65,7,2,1,2,1,1,6,0,2,4,4,1,1,4,1,1,4,1,2,2,5,2,-0.383103503
186563240,2,63,7,3,1,1,1,1,2,0,2,3,3,6,1,4,1,3,4,3,2,2,3,2,-0.165185138
186564080,2,73,6,3,1,2,1,1,2,0,2,4,4,5,1,4,1,3,4,3,2,2,4,1,0.972115955
186564240,1,31,7,2,1,1,2,1,5,0,2,4,4,3,1,1,1,1,2,1,2,1,4,1,1.222206868
186565160,2,58,7,2,1,2,1,1,7,0,2,4,4,1,1,1,1,1,2,1,2,3,5,2,0.066739823
186565320,1,59,5,4,1,2,1,1,7,0,2,4,4,1,1,1,1,3,3,3,2,1,4,2,-0.383103503
186566160,1,72,4,3,1,1,1,1,4,0,2,4,4,1,1,4,1,1,1,3,2,2,1,1,1.222206868
186566240,2,70,6,1,1,3,1,1,2,0,1,4,4,5,1,4,1,1,2,3,2,1,3,2,0.266492235
186567080,2,52,7,1,1,1,1,1,11,0,1,4,4,1,1,1,1,1,4,1,2,2,4,2,1.42005696
186569640,1,33,1,1,1,1,4,2,5,0,2,3,4,3,3,1,1,1,4,1,2,1,2,3,-0.872026389
186571640,1,59,2,1,2,1,1,1,4,0,1,4,4,2,1,1,1,3,4,1,2,1,4,2,0.327198527
186572240,1,55,6,2,1,2,2,1,5,0,2,3,3,5,1,1,1,1,3,1,2,1,4,1,1.205258447
186573240,1,62,6,2,1,1,1,1,2,0,1,3,3,1,1,4,1,1,3,1,2,2,4,2,-0.165185138
186573320,1,51,7,3,1,1,2,1,7,0,1,3,3,1,1,1,1,3,2,1,2,1,3,1,1.665469564
186574160,1,21,7,1,1,1,2,1,3,0,2,4,4,3,1,1,1,1,3,1,2,2,4,1,1.190034319
186577240,1,43,5,3,1,1,4,2,5,0,2,3,3,1,3,2,1,1,4,1,2,3,2,2,0.048573871
186577320,1,45,4,3,1,2,4,2,2,0,2,4,4,3,2,1,1,3,1,3,2,1,2,3,-0.410597742
186580160,2,75,7,1,1,2,1,1,2,1,2,2,4,1,1,4,1,1,5,1,2,1,2,2,0.266492235
186580240,2,48,7,3,1,2,4,2,3,0,2,4,4,2,2,2,1,3,2,1,2,3,2,2,-0.408695422
186581240,2,37,4,2,7,2,2,1,9,1,2,3,3,1,1,2,4,1,4,1,2,2,1,3,0.038028053
186582240,1,56,5,2,1,1,2,1,11,0,2,3,3,1,1,1,1,1,4,1,2,4,4,2,0.051515695
186582320,1,38,5,1,1,1,2,1,14,0,1,3,3,1,1,2,1,1,4,1,2,1,5,3,-1.132485093
186582640,2,45,7,1,1,1,2,1,8,0,2,3,3,1,1,2,1,1,2,1,2,3,5,3,-1.10395135
186583080,1,57,5,1,1,2,5,1,8,0,1,4,4,1,3,1,1,1,4,1,2,1,4,2,0.278077557
186583160,2,50,6,2,1,2,2,1,10,0,1,4,4,1,1,1,1,1,2,1,2,1,3,1,1.433544602
186585080,2,76,7,4,1,2,1,1,5,0,2,4,4,6,1,4,1,3,2,1,2,4,5,2,0.726703351
186585240,1,28,7,1,1,2,4,1,6,0,2,3,4,2,3,2,1,1,3,1,2,1,4,2,0.988379587
186586240,1,64,7,1,1,2,1,1,10,0,2,4,4,6,1,4,1,1,1,1,2,1,5,2,0.266492235
186588080,2,51,7,1,1,2,4,1,3,0,2,3,3,5,3,2,1,1,2,1,2,1,5,2,0.266492235
186590080,1,72,7,2,1,1,1,1,6,0,2,4,4,6,1,4,1,1,4,3,2,1,5,1,0.729823203
186590160,2,60,5,1,1,1,4,1,4,0,2,4,4,5,2,4,1,1,3,1,2,3,2,1,0.75419759
186590240,2,45,5,1,1,1,2,1,14,0,2,4,4,1,1,2,1,1,4,1,2,2,5,2,0.266492235
186593640,2,49,5,1,7,2,4,1,10,0,2,4,4,2,3,2,5,1,4,1,2,1,5,1,1.173085898
186596160,1,44,4,3,1,1,5,1,1,0,2,3,3,3,3,4,1,1,2,2,1,2,1,1,0.755415122
186596240,2,26,7,2,1,2,4,1,6,0,2,3,3,2,3,2,1,1,2,3,2,2,2,1,1.665469564
186599080,1,66,7,3,1,1,1,1,4,0,2,4,4,5,1,4,1,3,5,3,2,2,5,3,-0.610350154
186601320,1,80,6,2,1,1,1,1,8,0,2,4,4,3,1,4,1,1,4,3,2,2,3,2,0.266492235
186602080,1,30,7,2,1,2,4,1,3,0,2,3,3,3,3,1,1,1,4,1,2,1,1,2,-0.736441048
186603160,1,55,7,1,1,1,1,1,8,0,2,4,4,1,1,1,1,1,3,1,2,2,4,2,-0.41733892
186604080,1,38,2,2,7,2,4,1,5,0,2,4,4,1,3,2,4,1,2,3,2,1,1,2,0.466244647
186604160,2,42,7,3,1,2,2,1,3,0,2,4,4,3,1,3,1,2,4,1,2,2,3,3,-1.132485093
186605240,1,28,7,1,1,2,2,1,5,0,2,1,4,2,1,2,1,1,3,1,2,1,1,2,-0.408695422
186606240,1,41,6,2,7,6,4,2,3,0,2,2,2,1,2,2,1,1,2,1,2,3,1,1,1.433544602
186606320,1,27,4,1,1,1,4,2,7,0,2,3,3,1,3,2,1,1,4,1,2,1,2,1,0.511904838
186607320,2,28,1,1,1,1,4,1,3,0,1,3,3,5,2,3,1,1,3,1,2,2,3,1,0.514846662
186608240,1,66,4,2,1,2,1,1,3,0,2,4,4,1,1,4,1,1,4,3,2,3,4,3,-0.628516106
186609320,1,53,4,3,1,2,1,1,3,0,1,3,3,3,1,1,1,1,3,1,1,4,1,1,1.465717151
186610080,1,67,7,3,2,2,1,1,4,1,2,3,3,2,1,4,1,3,3,3,2,2,2,2,0.526950939
186611080,1,70,4,2,1,2,1,1,13,0,2,3,3,1,1,4,1,1,1,1,2,2,4,2,-0.480987035
186611320,1,65,3,1,1,1,1,1,6,0,2,3,3,4,1,4,1,1,2,3,2,1,4,2,0.266492235
186612160,2,54,7,1,1,1,2,1,5,0,1,4,4,5,1,1,1,1,4,1,2,1,5,1,0.834287366
186612320,1,52,6,1,1,2,1,1,14,0,1,4,4,1,1,1,1,1,4,1,2,3,5,2,-0.564689963
186618080,1,29,3,2,1,1,2,1,7,0,2,4,4,1,1,2,1,1,3,1,2,1,5,3,-0.17867278
186619240,1,55,6,1,1,1,2,1,8,0,2,3,4,1,1,1,1,1,4,1,2,1,2,2,0.048573871
186620320,2,69,7,2,1,2,4,1,5,0,2,3,3,6,2,4,1,1,2,1,2,3,2,2,-0.133012589
186624080,1,80,7,3,2,2,1,1,6,0,2,4,4,6,1,4,1,1,2,3,2,1,5,1,1.247798787
186624160,1,49,6,2,7,2,4,2,13,0,2,4,4,1,3,2,1,1,4,1,2,1,5,2,0.266492235
186628160,1,73,7,1,1,2,5,1,5,0,1,4,4,1,3,4,1,1,4,1,2,2,5,4,-1.335357357
186628240,2,39,1,1,1,1,2,1,8,0,1,4,4,1,1,2,1,1,4,1,2,1,4,1,1.447551199
