rowlabel,sex,age,yrsarea,genhealt,cry2,relig3,tenure1,hominsur,persinc,inner,rural3,rubbcomm,vandcomm,livharm1a,tenharm,struct3,ethgrp2a,illONS,educat3,remploya,threviol2,walkdark,emdiqu15x,polatt7,confx
186258320,1,48,6,3,5,2,1,1,6,0,2,4,4,2,1,2,1,1,2,1,2,1,1,4,-1.377897697
186259080,2,63,7,2,1,1,1,2,5,0,1,4,4,5,1,4,1,1,1,1,2,1,5,3,-1.132485093
186260080,1,53,7,1,1,2,2,1,14,0,2,4,4,1,1,1,1,1,4,1,2,1,5,1,0.772363542
186263160,2,53,7,2,1,2,2,1,10,0,2,4,4,2,1,1,1,1,2,1,2,3,3,2,-0.197357687
186263240,2,77,1,2,1,2,1,1,4,0,2,4,4,6,1,4,1,1,4,3,2,4,5,2,0.066739823
186265160,2,62,7,2,1,2,1,1,5,0,2,3,3,1,1,4,1,1,4,1,2,4,1,2,0.266492235
186267080,2,59,5,2,2,1,1,1,15,0,1,4,4,3,1,4,1,1,4,3,2,1,3,2,-0.408695422
186267160,1,37,7,2,1,1,1,1,7,0,1,4,4,2,1,2,1,1,4,1,2,1,4,3,-0.120387763
186267240,2,47,6,2,1,2,2,1,8,0,1,4,4,3,1,1,1,1,4,1,2,3,3,2,-0.408695422
186267640,2,44,5,3,1,2,4,1,5,0,1,4,4,6,2,1,1,1,4,1,1,3,3,2,0.959845844
186268160,2,56,6,1,1,1,2,1,2,0,1,3,4,1,1,1,1,1,3,1,2,1,4,2,0.4844106
186268240,2,33,5,2,1,2,4,1,5,0,1,3,4,3,3,3,2,1,4,1,2,1,2,2,-0.660003866
186269080,1,80,7,3,1,1,1,1,4,0,2,3,3,6,1,4,1,1,1,3,2,2,2,2,-0.437229164
186269240,2,66,7,2,1,2,1,1,4,0,2,2,3,3,1,4,1,1,1,3,2,3,1,2,0.526950939
186271640,2,19,2,1,1,1,4,1,2,0,2,1,1,3,3,1,1,1,3,3,2,1,2,2,-0.582855915
186274240,2,39,6,1,1,2,2,1,14,0,2,4,4,1,1,2,1,1,4,1,2,2,5,2,-0.180409267
186275080,2,49,6,1,1,1,2,1,14,0,2,4,4,2,1,2,1,1,4,1,2,2,2,2,-0.366155082
186276080,1,42,1,2,1,6,4,2,5,0,2,3,4,3,3,1,1,1,4,1,2,2,3,2,0.048573871
186276160,1,42,6,3,1,1,2,1,9,0,2,4,4,1,1,2,1,1,4,1,2,2,4,2,-0.208943009
186276240,1,52,6,3,1,2,2,1,14,0,2,4,4,1,1,2,1,1,3,1,2,1,5,2,0.095273566
186276640,1,30,2,1,1,1,2,1,13,0,2,4,4,2,1,1,1,1,4,1,2,1,5,4,-1.821160392
186278080,1,44,6,2,1,2,2,1,11,0,2,4,4,1,1,2,1,1,4,1,2,1,5,2,0.266492235
186279240,1,59,6,2,1,1,1,1,4,0,2,4,4,1,1,2,1,1,4,3,2,2,5,2,-0.408695422
186279320,1,63,7,2,1,1,1,1,9,0,2,3,4,1,1,4,1,1,4,1,2,1,5,2,0.726703351
186280080,2,34,7,2,1,2,4,1,6,1,2,4,4,3,2,3,1,1,5,1,2,3,2,2,0.266492235
186280320,2,55,6,2,1,1,2,1,11,0,2,4,4,3,1,1,1,1,4,1,2,1,4,2,0.266492235
186284240,2,50,7,2,1,2,2,1,4,0,2,4,4,5,1,1,1,1,3,1,2,1,2,1,1.029880422
186285080,1,66,7,3,1,2,1,1,6,0,2,4,4,1,1,4,1,3,3,3,2,1,5,1,1.173085898
186285160,1,29,2,1,1,1,2,1,9,0,2,4,4,2,1,1,1,1,4,1,2,1,3,2,0.066739823
186285240,2,23,7,2,1,1,4,2,2,0,1,4,4,2,2,2,1,1,2,1,2,3,3,2,0.266492235
186287160,1,23,7,2,1,1,2,1,4,0,2,3,3,3,1,1,1,1,2,1,2,2,2,4,-0.881354676
186288160,2,38,6,1,1,1,2,1,11,0,2,4,4,1,1,1,1,1,2,1,2,2,5,2,-0.902296618
186288240,2,29,5,1,1,2,2,1,8,0,2,4,4,1,1,1,1,1,3,1,2,1,5,1,1.433544602
186289320,1,69,7,2,1,3,4,1,9,0,2,4,4,1,2,4,1,1,4,3,2,1,1,3,-0.424604338
186291320,1,52,5,1,1,2,1,1,10,0,1,4,4,1,1,2,1,1,2,1,2,1,3,2,-0.17677046
186292320,2,31,2,1,3,2,4,1,10,0,1,4,4,1,2,1,1,1,4,1,2,2,4,2,0.266492235
186293080,1,44,6,2,1,2,2,1,11,0,1,4,4,1,1,2,1,1,4,1,2,1,4,2,0.066739823
186293160,1,35,7,3,1,2,4,2,3,0,2,3,4,3,2,1,1,3,3,1,2,1,1,2,0.944621716
186293240,2,38,3,2,1,2,2,1,4,0,2,4,4,5,1,3,1,1,3,1,2,3,4,2,-0.151178542
186294160,1,53,6,2,1,1,4,1,3,0,1,4,4,5,3,1,1,1,2,1,2,1,2,1,1.665469564
186294240,1,72,1,2,1,1,4,2,8,0,1,4,4,1,3,4,1,1,4,3,2,1,3,4,-1.80957507
186294320,2,71,6,2,1,2,2,1,5,0,1,4,4,6,1,4,1,1,4,3,1,1,3,1,0.972115955
186295080,2,73,7,1,1,2,1,1,3,0,2,4,4,1,1,4,1,1,4,3,2,3,5,2,0.498417196
186295160,1,44,6,2,1,1,2,1,8,0,2,4,4,5,1,1,1,1,2,1,2,1,3,4,-1.792626649
186297080,2,43,6,4,1,1,4,2,3,0,1,3,3,3,2,3,1,3,3,3,2,2,5,2,0.066739823
186297160,1,59,6,2,1,1,2,1,14,0,2,3,3,1,1,1,1,1,2,1,2,1,4,3,-1.132485093
186297240,1,78,7,4,1,2,1,1,4,0,2,4,4,1,1,4,1,3,4,3,2,2,5,2,-0.18335109
186297320,2,47,3,2,1,2,1,1,2,0,2,3,3,6,1,2,1,1,3,1,2,2,5,2,0.744869304
186298080,2,38,5,2,1,1,2,1,8,0,2,3,4,3,1,1,1,1,4,1,2,1,3,2,0.12502484
186300080,2,30,7,2,1,1,4,2,5,0,1,3,3,2,2,2,1,1,2,3,2,2,1,4,-2.442222387
186300160,1,41,6,2,1,1,4,1,3,0,1,4,4,5,3,1,1,1,2,1,2,3,2,4,-1.608605126
186300240,2,50,5,2,7,2,2,1,5,0,1,4,4,5,1,1,1,1,4,1,2,2,4,2,0.066739823
186300640,1,31,7,1,1,1,2,1,11,0,1,4,4,2,1,1,1,1,4,1,2,1,4,2,0.034567274
186302080,1,38,3,1,7,6,4,2,12,0,2,4,4,1,3,2,3,1,4,1,2,2,2,1,1.665469564
186302240,1,47,7,2,1,2,1,1,6,0,2,4,4,3,1,1,1,1,4,1,2,2,3,1,0.990281907
186303080,1,69,3,2,1,2,1,1,4,0,2,4,4,1,1,4,1,1,1,3,2,1,2,3,-1.132485093
186304160,2,40,6,2,1,2,2,1,13,0,2,4,4,1,1,2,1,1,4,3,2,2,4,1,1.247798787
186304320,2,51,6,1,1,1,1,1,14,0,1,4,4,1,1,2,1,1,4,1,2,2,3,3,-0.853860437
186306080,1,41,5,1,1,6,2,1,9,0,2,3,3,1,1,2,1,1,3,1,2,1,4,2,0.295025978
186306240,2,41,5,1,7,2,2,1,9,0,2,3,3,1,1,2,5,1,4,1,2,3,4,2,-0.208943009
186306320,2,18,4,1,1,2,1,1,6,0,2,4,4,5,1,1,1,1,2,1,2,3,4,2,0.526950939
186308080,1,33,2,1,1,1,2,1,13,0,1,4,4,1,1,1,1,1,2,1,2,1,3,2,0.266492235
186309080,2,26,7,2,1,2,2,1,12,0,2,3,3,2,1,1,1,1,4,1,2,4,3,4,-1.535109769
186309160,2,29,1,2,1,2,4,1,5,0,2,3,3,3,3,1,1,1,4,1,2,3,4,2,0.266492235
186309320,2,61,7,2,1,2,1,1,11,0,2,4,4,1,1,4,1,1,4,1,1,4,2,2,0.820799724
186309640,1,44,7,2,1,1,1,1,6,0,2,4,4,1,1,2,1,1,3,1,2,1,3,3,0.111537198
186310160,1,26,7,1,1,1,2,1,4,0,2,4,4,3,1,1,1,1,4,1,2,2,3,2,0.266492235
186311160,1,48,3,2,1,1,4,1,3,0,1,3,4,1,2,1,1,2,3,1,1,2,4,4,-1.288657662
186312080,1,70,7,2,1,2,1,1,8,0,2,3,4,1,1,4,1,1,4,3,2,1,5,1,1.433544602
186312160,1,45,7,2,1,1,1,1,13,0,1,4,4,5,1,3,1,1,3,1,2,1,4,2,0.066739823
186313240,2,46,2,1,1,1,2,1,13,0,2,4,4,2,1,2,1,1,4,1,2,2,2,2,0.034567274
186314080,2,69,7,1,6,2,1,1,12,0,2,4,4,1,1,4,1,1,3,1,2,4,4,2,0.295025978
186314240,1,79,6,3,1,1,1,1,11,0,1,3,3,5,1,4,1,3,4,1,2,2,5,5,-3.409522342
186315320,2,35,1,2,1,2,4,2,5,0,1,4,4,3,3,3,1,1,2,1,2,1,4,1,1.665469564
186318240,1,29,1,1,7,2,4,2,8,0,2,4,4,2,2,2,1,1,3,1,2,1,2,1,1.665469564
186321080,1,56,7,3,1,1,1,2,3,0,1,4,4,2,1,2,1,3,1,1,2,2,1,5,-2.226206343
186322160,1,43,5,3,1,2,4,1,2,1,2,3,4,3,2,1,1,3,2,3,2,1,2,1,0.714599075
186322240,2,67,7,1,1,2,1,1,6,0,2,3,4,1,1,4,1,1,1,3,2,1,4,2,-0.194936413
186323080,2,56,6,3,1,2,1,1,5,0,2,3,3,5,1,1,1,1,2,1,2,4,2,3,-1.296277796
186324240,1,66,7,2,1,1,1,1,7,0,2,4,4,1,1,4,1,1,4,3,2,1,2,1,1.665469564
186325160,1,51,4,4,1,1,4,1,2,0,1,4,4,5,2,1,1,3,1,3,1,1,4,2,0.266492235
186326080,1,30,7,1,1,1,2,1,4,0,2,4,4,1,1,2,1,1,4,1,2,2,3,1,1.23379219
186326640,2,60,7,1,1,1,1,1,4,0,2,4,4,3,1,4,1,1,4,3,2,1,5,1,1.665469564
186327080,1,45,4,1,1,1,2,1,6,0,2,4,4,3,1,1,1,1,4,1,2,2,5,2,0.266492235
186327320,2,36,5,2,1,1,2,1,10,0,1,4,4,1,1,2,1,1,4,1,2,2,4,2,-0.84453215
186329080,1,70,7,1,1,2,1,1,7,0,1,4,4,1,1,4,1,1,5,3,2,3,3,2,0.022981952
186329640,1,67,7,2,1,2,1,1,4,0,1,4,4,1,1,4,1,1,1,3,2,2,5,2,0.370956398
186330160,1,48,7,2,1,1,1,1,12,0,2,4,4,2,1,1,1,1,4,1,2,1,4,3,-0.88897481
186331240,1,45,3,1,7,1,2,1,13,0,2,2,3,1,1,2,1,1,4,1,2,2,2,2,0.066739823
186332080,1,55,7,1,1,2,1,1,14,0,2,4,4,1,1,1,1,1,4,1,2,1,5,3,-0.872026389
186332160,2,66,6,3,1,2,4,1,3,0,2,4,4,6,2,4,1,3,1,3,2,2,3,2,-0.808200246
186332240,1,25,7,1,1,1,5,1,10,0,2,4,4,3,3,1,1,1,4,1,2,1,5,1,1.001867229
186332320,1,70,7,3,1,2,1,1,7,0,2,4,4,1,1,4,1,3,3,3,2,1,4,2,0.066739823
186333160,2,64,7,1,1,2,1,1,6,0,2,3,3,1,1,4,1,2,3,1,2,2,2,2,0.57070881
186335080,2,30,3,2,1,1,2,1,14,0,2,3,4,1,1,1,1,1,4,1,1,2,3,1,1.665469564
186335160,1,71,6,1,1,1,1,1,8,0,1,3,4,6,1,4,1,1,4,3,2,3,2,1,1.665469564
186336160,2,35,3,2,1,1,2,1,11,0,1,4,4,1,1,2,1,1,4,1,2,2,3,1,0.322520217
186337080,2,34,4,1,1,1,2,1,13,0,2,2,3,1,1,2,1,1,4,1,2,1,3,1,1.23379219
186337240,2,46,6,2,7,6,1,1,2,0,2,3,3,1,1,2,3,1,2,3,2,3,1,2,0.266492235
186338080,1,58,7,2,1,2,1,1,2,0,1,4,4,1,1,1,1,2,2,1,2,3,4,3,-0.610350154
186338240,2,63,7,2,2,2,1,1,5,0,1,4,4,6,1,4,1,1,4,3,2,2,5,2,-0.151178542
186339160,2,58,7,2,1,2,2,1,10,0,1,3,4,1,1,1,1,1,4,3,2,1,5,2,1.42005696
186339320,1,56,7,2,1,1,2,1,7,0,1,4,4,1,1,1,1,1,3,1,2,2,4,2,0.266492235
186342160,1,80,7,3,1,2,1,1,6,0,1,3,3,1,1,4,1,1,3,3,2,1,1,2,-0.88707249
186342320,2,53,5,4,1,2,2,1,10,0,1,3,3,1,1,4,1,3,5,1,2,3,2,5,-3.409522342
186343240,1,29,4,2,1,1,2,1,13,0,2,4,4,2,1,1,1,1,4,1,2,1,5,2,-0.626613786
186344160,1,32,7,3,1,1,4,2,7,0,2,3,3,2,3,1,1,1,2,1,2,2,1,2,-0.364937551
186345160,2,29,7,2,1,2,2,1,11,0,1,3,4,2,1,1,1,1,4,1,2,2,4,1,0.547019211
186345240,2,45,7,2,1,2,1,1,15,0,1,4,4,1,1,1,1,1,3,1,2,3,4,4,-0.627476602
186346080,1,38,6,2,1,2,4,1,14,0,2,3,3,1,3,2,1,1,1,1,2,2,2,4,-0.688182894
186346240,1,62,7,4,1,1,4,1,2,0,2,3,4,5,2,4,1,3,5,3,1,3,3,1,1.433544602
186347240,2,77,7,5,1,2,1,1,7,0,2,4,4,6,1,4,1,3,4,3,2,2,5,2,-0.133012589
186348080,2,62,5,2,1,2,1,1,5,0,1,3,3,1,1,4,1,1,1,1,2,3,5,3,-0.842275115
186348240,2,30,3,1,1,1,1,1,8,0,1,3,3,1,1,4,1,1,4,1,2,3,5,1,1.447551199
186348320,1,46,3,1,1,2,2,1,14,0,1,3,3,2,1,2,1,1,4,1,2,2,4,2,0.266492235
186349160,1,80,7,2,1,2,1,2,15,0,2,4,4,6,1,4,1,3,3,3,2,1,5,2,0.526950939
186350160,2,80,6,1,1,2,1,1,3,0,2,4,4,6,1,4,1,1,1,3,2,1,3,1,1.665469564
186351080,2,67,7,1,1,2,1,1,11,0,1,3,3,1,1,4,1,1,4,3,2,1,4,1,1.665469564
186351240,2,30,5,2,7,1,2,1,13,0,2,3,3,1,1,1,1,2,4,1,2,1,5,1,1.665469564
186351320,2,41,6,1,1,2,2,1,10,0,2,3,3,1,1,2,1,1,4,1,2,3,3,1,1.215626238
186352160,2,66,6,1,1,2,1,1,3,0,2,3,3,5,1,4,1,1,3,3,2,2,5,2,0.048573871
186352240,2,47,6,2,1,1,2,1,10,0,2,3,3,1,1,2,1,1,3,1,2,3,3,2,0.066739823
186353160,2,34,3,1,1,2,2,1,10,0,1,4,4,1,1,2,1,1,4,1,2,1,4,1,1.665469564
186353640,2,67,7,1,1,1,1,1,10,0,1,3,4,1,1,4,1,1,4,3,2,2,5,2,-0.812359601
186354080,1,36,5,2,3,2,2,1,12,0,2,4,4,1,1,2,1,1,4,1,2,2,5,2,0.266492235
186355160,2,65,7,2,1,2,1,1,3,0,2,4,4,6,1,4,1,1,2,1,2,2,4,2,-0.208943009
186355320,1,33,3,2,1,1,2,1,4,0,2,4,4,5,1,1,1,1,3,1,2,1,5,1,0.946524036
186355400,2,52,7,3,7,1,2,1,11,0,2,4,4,1,1,1,1,1,3,3,2,2,5,2,0.049791402
186356080,1,50,3,1,6,2,2,1,11,0,2,3,4,3,1,1,1,1,4,1,2,1,2,2,0.283440656
186356240,2,49,2,2,1,2,2,1,13,0,2,4,4,1,1,1,1,1,2,1,2,1,5,1,1.015873826
186356320,2,40,5,1,2,2,2,1,4,0,2,4,4,1,1,1,1,1,4,3,2,2,3,2,0.526950939
186368240,1,73,7,1,1,2,1,1,2,0,2,4,4,1,1,4,1,1,4,3,2,1,4,2,0.266492235
186368320,2,56,7,3,1,1,4,1,10,0,2,4,4,3,2,1,1,3,2,3,2,2,3,2,0.266492235
186371640,1,24,7,2,1,1,5,1,4,0,2,4,4,3,3,2,1,1,4,1,2,1,2,2,-0.394688825
186372240,2,51,7,1,1,1,2,1,12,0,2,4,4,1,1,2,1,1,2,1,2,3,5,2,-0.133012589
186376080,2,52,7,2,7,4,2,1,13,0,2,2,3,1,1,1,3,1,4,1,2,3,3,2,0.034567274
186379240,1,37,7,1,1,1,2,1,14,0,2,4,4,1,1,2,1,1,3,1,2,1,3,2,0.295025978
186380320,2,65,7,1,1,1,1,1,13,0,2,4,4,1,1,4,1,1,4,3,2,2,4,2,0.095273566
186382320,1,36,3,1,1,1,4,1,14,0,2,4,4,2,3,1,1,1,4,1,2,1,5,2,0.266492235
186383080,2,37,3,1,1,1,2,1,14,0,2,4,4,1,1,2,1,1,4,3,2,2,3,2,0.726703351
186384160,1,76,7,3,1,2,1,1,3,0,2,3,3,1,1,4,1,3,4,3,2,1,2,2,-0.397110099
186385080,2,68,7,1,1,2,1,1,3,0,2,3,3,5,1,4,1,1,3,1,2,1,3,1,0.602362405
186385240,1,71,7,2,1,2,1,1,4,0,2,3,3,1,1,4,1,1,5,3,2,3,3,2,-0.133012589
186386240,2,44,1,1,1,1,4,2,6,0,2,4,4,4,3,1,1,1,4,1,2,3,2,2,0.327198527
186386320,2,34,1,1,7,1,4,1,14,0,2,4,4,1,3,2,2,1,4,1,2,1,5,1,0.987340083
186390080,2,45,6,1,1,2,2,1,14,0,2,4,4,1,1,2,1,1,4,1,2,2,5,1,-0.163282818
186391240,1,48,6,2,7,1,2,1,9,0,2,4,4,1,1,2,1,1,3,1,1,2,1,1,1.433544602
186393080,1,78,7,2,1,2,1,1,3,1,2,4,4,1,1,4,1,1,3,3,2,3,2,4,-0.657227876
186394080,2,62,7,1,1,2,1,1,8,0,2,4,4,1,1,4,1,1,4,3,2,2,2,3,-1.129543269
186394320,1,80,7,3,1,1,4,1,2,1,2,2,2,5,2,4,1,3,1,3,2,2,2,2,-0.596862512
186395160,2,56,3,3,5,1,1,1,6,0,2,4,4,1,1,4,1,3,4,3,2,2,3,2,-0.194936413
186395320,2,45,7,2,5,2,2,1,13,0,2,4,4,1,1,2,1,1,4,1,2,1,5,1,0.834287366
186397160,1,16,6,1,1,1,5,1,1,0,2,4,4,3,3,1,1,1,2,1,2,1,4,1,1.665469564
186398240,2,76,7,1,1,2,1,1,4,0,2,4,4,1,1,4,1,1,1,3,2,3,3,1,0.990281907
186400080,1,28,5,1,4,2,2,1,14,0,2,4,4,2,1,1,1,1,4,1,2,1,4,1,1.665469564
186400640,1,22,7,2,1,2,2,1,12,0,2,3,4,3,1,1,1,1,1,1,2,1,2,4,-1.41301207
186401160,1,53,6,2,7,4,2,1,13,0,2,4,4,1,1,2,3,1,4,1,2,1,2,1,1.42195928
186401240,1,27,4,3,1,1,4,2,2,0,2,3,4,3,2,3,2,3,2,2,1,4,2,5,-1.824280244
186402640,2,62,7,2,1,2,1,1,4,0,2,3,4,1,1,4,1,1,3,1,2,2,3,1,0.554445178
186403240,1,35,5,3,1,1,5,1,3,0,2,4,4,3,3,4,1,3,4,3,2,1,3,2,0.266492235
186404080,1,31,2,2,1,6,2,2,8,0,2,3,4,1,1,2,3,1,4,1,2,1,2,1,0.958109358
186404160,2,52,7,1,1,1,2,1,8,0,2,4,4,2,1,1,1,1,4,1,2,3,2,1,1.215626238
186406080,2,69,7,2,1,2,1,1,3,0,2,4,4,6,1,4,1,3,4,3,2,3,3,1,1.665469564
186408160,2,61,6,1,1,2,2,1,7,0,2,3,4,5,1,4,1,1,4,1,2,1,2,1,0.75419759
186408240,1,70,5,3,1,2,1,1,3,0,2,3,3,1,1,4,1,1,3,3,2,2,2,2,0.266492235
186409080,1,57,7,2,1,2,1,1,12,0,1,4,4,1,1,1,1,1,4,1,2,1,4,2,-0.18335109
186409240,1,67,6,1,7,2,2,1,11,0,2,4,4,1,1,4,1,1,3,1,2,1,5,2,0.266492235
186410080,1,56,5,3,1,2,4,1,8,0,2,3,4,1,3,1,1,3,2,1,2,2,2,1,0.961748164
186411240,2,33,4,1,1,1,4,1,4,0,2,4,4,3,2,3,1,2,2,1,2,4,5,2,0.7588759
186411320,2,43,6,1,1,2,1,1,14,0,2,4,4,1,1,2,1,1,4,1,2,3,5,1,0.790529495
186412080,1,69,7,1,6,2,1,1,2,0,2,3,4,6,1,4,1,1,4,3,2,3,1,1,0.772363542
186412240,1,34,5,2,7,6,4,1,5,0,2,3,3,2,3,2,2,1,4,3,2,2,2,1,0.729823203
186413160,1,28,4,1,1,1,2,2,11,0,2,3,4,1,1,2,1,1,4,1,2,2,4,2,1.188131999
186413240,1,40,7,1,1,1,2,1,10,0,2,3,4,3,1,1,1,1,3,1,2,1,3,2,0.095273566
186414160,2,36,6,1,1,6,2,1,13,0,2,4,4,2,1,2,3,1,3,1,2,2,5,2,-0.88707249
186414640,1,53,5,1,7,2,2,1,12,0,2,4,4,1,1,2,1,1,4,1,2,2,5,1,1.665469564
186415080,2,31,7,3,1,1,2,1,9,0,2,3,3,1,1,2,1,1,4,1,2,3,5,2,0.944621716
186415240,2,71,6,1,3,2,1,1,5,0,2,3,3,1,1,4,1,1,3,1,2,1,5,3,-1.364410054
186415320,1,21,3,1,7,2,5,2,2,0,2,4,4,3,3,1,1,1,2,3,2,2,5,1,1.465717151
186416080,1,26,4,2,1,1,4,1,6,0,2,2,3,1,2,2,1,1,2,1,2,1,4,2,0.066739823
186416160,2,46,6,2,1,1,2,1,6,0,2,3,4,3,1,1,1,1,4,1,2,2,4,2,0.066739823
186420160,2,30,5,1,1,2,1,1,7,0,2,3,4,3,1,1,1,1,4,1,2,2,5,2,-0.165185138
186421160,2,38,5,1,1,1,4,1,7,0,2,4,4,4,3,3,1,1,4,1,2,1,5,1,0.094234062
186422160,1,50,6,2,1,1,2,1,14,0,1,4,4,1,1,2,1,1,3,1,2,1,4,2,0.066739823
186423080,1,52,7,2,1,1,1,1,7,0,2,4,4,3,1,1,1,1,2,1,2,2,3,3,-1.01765314
186423240,2,32,7,2,1,2,2,1,4,0,2,4,4,4,1,1,1,1,3,1,2,1,5,5,-3.426470763
186425160,2,70,7,3,6,2,1,1,4,0,1,4,4,1,1,4,1,1,1,3,2,2,5,3,-0.410597742
186425240,2,35,4,1,1,1,2,1,11,0,1,4,4,1,1,1,1,1,4,1,2,2,5,2,1.220304548
186426240,1,70,6,1,1,2,1,1,10,0,1,4,4,1,1,4,1,1,4,3,1,1,3,5,-3.730687338
186428240,2,61,7,3,1,2,1,1,6,0,1,4,4,1,1,4,1,1,3,3,2,2,3,2,0.266492235
186429320,2,80,7,2,1,2,1,1,6,0,2,4,4,6,1,4,1,3,4,3,2,3,5,1,1.215626238
186430640,2,62,7,2,1,1,1,1,7,0,1,4,4,1,1,4,1,1,1,3,2,2,4,3,-0.410597742
186431320,1,80,7,2,1,2,4,2,2,1,2,3,4,6,2,4,1,3,1,3,2,1,1,2,-0.596862512
186432240,1,42,7,1,1,2,1,1,14,0,2,4,4,2,1,2,1,1,4,1,2,2,3,2,-0.208943009
186433080,2,55,1,1,1,1,2,1,8,0,2,3,4,1,1,4,1,1,4,1,2,3,3,2,0.022981952
186433240,2,67,6,3,1,2,1,1,9,0,2,4,4,1,1,4,1,3,2,3,2,4,5,1,1.015873826
186434080,2,64,2,3,1,1,1,1,2,0,2,3,3,3,1,4,1,1,4,1,2,3,2,4,-1.134387413
186434240,2,59,6,2,1,2,1,1,6,0,2,3,3,1,1,4,1,1,2,3,2,2,5,2,0.066739823
186436080,1,58,6,4,1,1,2,2,2,0,2,4,4,6,1,1,1,3,3,3,2,1,5,2,0.988379587
186436160,1,64,7,1,1,2,1,1,11,0,1,4,4,1,1,4,1,1,4,3,2,1,3,1,0.955167534
186437080,2,63,7,2,1,2,2,1,5,1,2,4,4,1,1,4,1,1,1,1,2,4,1,4,-2.299537461
186437160,2,75,5,2,1,2,1,1,4,0,2,4,4,1,1,4,1,1,1,3,2,1,3,2,0.726703351
186438080,2,40,7,2,1,1,4,1,8,0,2,3,4,2,3,1,1,1,2,1,2,2,4,2,-0.208943009
186439080,2,27,4,1,1,1,2,1,6,0,2,3,3,3,1,1,1,1,4,1,2,2,2,2,-0.415276052
186439240,2,41,6,1,1,2,2,1,14,0,2,4,4,1,1,2,1,1,4,1,2,2,5,2,0.063101017
186440160,2,42,5,2,1,1,4,1,8,0,2,3,3,1,3,2,1,1,1,1,2,3,2,5,-3.452062682
186440240,1,55,7,1,1,1,2,1,9,0,2,4,4,2,1,2,1,1,1,1,2,1,2,2,-0.644779738
186440320,2,66,7,1,1,1,1,1,9,0,1,4,4,1,1,4,1,1,1,3,2,1,3,2,-0.568849318
186440640,1,72,7,1,1,2,1,1,7,0,2,4,4,1,1,4,1,1,1,3,2,2,4,1,1.215626238
186441320,2,56,7,2,1,2,1,1,8,0,1,4,4,1,1,1,1,1,3,1,2,1,3,2,0.7588759
186443080,1,56,3,2,1,2,5,1,6,0,2,4,4,1,3,4,1,2,2,3,2,2,5,3,-1.120899771
186443240,2,70,7,1,1,2,4,1,6,0,1,4,4,6,3,4,1,1,4,3,2,1,2,2,-0.151178542
186444240,2,54,7,2,1,2,1,1,7,0,2,4,4,1,1,4,1,1,4,1,2,3,5,3,-0.610350154
186445240,2,59,7,2,1,1,1,1,9,0,2,3,4,1,1,1,1,1,4,1,2,2,5,4,-2.287952138
186448080,2,39,6,2,1,1,2,1,5,0,2,4,4,1,1,2,1,1,2,3,2,3,5,1,0.279979877
186448160,1,80,7,3,1,2,1,1,4,0,2,4,4,6,1,4,1,2,3,3,2,2,5,1,0.758356946
186449160,2,68,7,3,1,2,4,1,5,0,2,3,3,1,2,4,1,2,1,3,2,2,3,2,0.048573871
186449240,1,50,6,1,1,2,2,1,13,0,2,4,4,1,1,2,1,1,2,1,2,2,5,1,0.990281907
186450640,2,27,5,2,1,1,2,1,13,0,2,4,4,2,1,1,1,1,4,1,2,3,2,2,-0.383103503
186451080,1,54,7,2,1,2,2,1,8,0,2,3,3,1,1,1,1,1,5,1,2,2,3,2,-0.208943009
186451240,2,57,7,1,1,2,2,1,10,0,2,3,3,1,1,1,1,1,4,1,2,2,2,2,-0.626613786
186452240,2,56,6,1,1,2,1,1,7,0,1,3,4,1,1,1,1,1,4,1,2,2,4,2,0.266492235
186453080,2,46,6,2,1,1,1,1,12,0,2,3,3,1,1,1,1,1,4,1,2,1,2,3,-1.338818136
186454240,1,26,2,1,1,1,4,1,8,0,2,4,4,2,3,1,1,1,3,1,2,2,1,2,-1.133524597
186455160,2,35,6,1,1,1,4,2,2,0,2,4,4,5,2,3,1,1,2,3,2,3,3,3,-0.410597742
186455240,1,61,7,3,1,2,2,1,6,0,2,4,4,1,1,4,1,1,3,1,2,2,4,2,-0.582855915
186457080,2,55,7,1,1,2,1,1,2,0,1,3,4,5,1,1,1,1,4,1,2,1,5,1,0.772363542
186457160,1,75,7,3,1,1,1,1,6,0,1,4,4,1,1,4,1,3,4,3,2,1,4,2,0.052733226
186462160,1,31,5,1,1,1,4,1,11,0,2,4,4,3,2,1,1,1,4,1,1,1,2,1,1.405010859
186462320,2,34,6,3,1,1,4,2,7,0,2,2,3,1,2,2,1,1,2,1,2,3,3,1,1.665469564
186463080,1,48,6,2,7,2,1,1,12,0,2,4,4,1,1,2,1,1,4,1,2,1,4,2,0.048573871
186463160,2,67,6,4,1,2,4,1,2,0,2,3,4,5,2,4,1,3,1,3,2,3,1,2,-0.364937551
186463640,2,69,7,3,1,2,4,2,2,0,2,2,4,1,2,4,1,3,1,3,2,4,1,2,-0.684378254
186464160,2,18,6,1,1,1,1,1,1,0,1,4,4,3,1,1,1,1,3,3,2,1,4,2,0.048573871
186464240,2,71,7,1,1,2,1,1,6,0,1,4,4,1,1,4,1,1,4,3,2,2,5,2,0.266492235
186465640,2,45,6,1,1,2,2,1,12,0,2,4,4,1,1,3,1,1,4,1,2,2,5,1,1.665469564
186466080,1,64,7,3,1,1,2,2,2,0,2,4,4,5,1,4,1,3,1,1,1,2,5,3,0.343462159
